"Year","Tm","FG","FGA","X3P","X3PA","X2P","X2PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","PTS"
2005,"MIL",2964,6580,325,925,2639,5655,1720,2229,985,2405,1720,529,289,1091,7973
2005,"MIN",3045,6629,395,1145,2650,5484,1449,1820,947,2580,1918,460,447,1035,7934
2005,"NJN",2753,6419,435,1203,2318,5216,1555,2039,855,2387,1772,650,308,1101,7496
2005,"NOH",2718,6556,415,1316,2303,5240,1401,1830,1019,2281,1724,550,310,1142,7252
2005,"NYK",2978,6599,441,1240,2537,5359,1580,2060,965,2393,1665,629,260,1139,7977
2005,"ORL",3034,6679,320,916,2714,5763,1772,2335,1038,2544,1583,633,441,1283,8160
2005,"PHI",2946,6736,505,1453,2441,5283,1731,2194,909,2536,1710,756,321,1243,8128
2005,"PHO",3351,7018,796,2026,2555,4992,1556,2080,967,2652,1927,572,453,1101,9054
2005,"POR",2896,6422,420,1161,2476,5261,1409,1944,970,2404,1722,583,544,1241,7621
2005,"SAC",3203,6978,522,1396,2681,5582,1577,2004,1023,2455,2005,674,316,1037,8505
2005,"SAS",2923,6450,507,1395,2416,5055,1535,2120,987,2489,1771,613,543,1068,7888
2005,"SEA",2882,6498,666,1824,2216,4674,1683,2131,1041,2311,1487,553,338,1039,8113
2005,"TOR",2952,6656,648,1681,2304,4975,1626,2101,844,2444,1670,621,317,1035,8178
2005,"TOT",9592,22447,1866,5158,7726,17289,4553,6090,2856,7640,6223,2149,975,3855,25603
2005,"UTA",2828,6301,250,762,2578,5539,1719,2272,1047,2243,1826,541,374,1225,7625
2005,"WAS",2966,6794,514,1498,2452,5296,1795,2476,1133,2374,1563,716,347,1134,8241
2006,"ATL",2946,6496,424,1154,2522,5342,1656,2207,1069,2232,1625,587,394,1235,7972
2006,"BOS",2951,6322,467,1290,2484,5032,1664,2204,813,2432,1716,578,422,1301,8033
2006,"CHA",2961,6843,428,1261,2533,5582,1593,2186,990,2270,1717,822,354,1115,7943
2006,"CHI",3004,6737,560,1477,2444,5260,1452,1967,906,2602,1804,508,345,1197,8020
2006,"CLE",2908,6412,497,1465,2411,4947,1689,2318,959,2511,1560,567,392,1099,8002
2006,"DAL",2948,6375,416,1113,2532,5262,1818,2322,1030,2431,1473,593,488,1055,8130
2006,"DEN",3078,6672,350,1076,2728,5596,1721,2312,903,2486,1921,698,463,1180,8227
2006,"DET",2983,6558,557,1451,2426,5107,1418,1950,975,2347,1971,580,490,882,7941
2006,"GSW",2939,6785,625,1832,2314,4953,1573,2190,980,2485,1694,604,357,1117,8076
2006,"HOU",2708,6252,469,1414,2239,4838,1502,1980,849,2565,1580,588,320,1121,7387
2006,"IND",2786,6274,536,1536,2250,4738,1591,2158,898,2559,1631,598,409,1204,7699
2006,"LAC",2993,6443,290,843,2703,5600,1694,2142,828,2704,1708,534,503,1130,7970
2006,"LAL",2992,6607,552,1583,2440,5024,1618,2172,970,2488,1734,628,350,1097,8154
2006,"MEM",2746,6125,590,1578,2156,4547,1476,2077,834,2379,1586,600,442,1056,7558
2006,"MIA",3039,6355,497,1441,2542,4914,1616,2310,858,2675,1692,522,442,1139,8191
2006,"MIL",2976,6566,507,1335,2469,5231,1561,2115,929,2448,1769,597,270,1151,8020
2006,"MIN",2888,6340,310,942,2578,5398,1436,1895,811,2422,1716,559,471,1126,7522
2006,"NJN",2778,6317,477,1447,2301,4870,1658,2187,822,2539,1884,558,278,1065,7691
2006,"NOK",2831,6428,300,885,2531,5543,1649,2176,918,2379,1519,611,311,1026,7611
2006,"NYK",2822,6206,320,884,2502,5322,1878,2587,1034,2360,1468,555,271,1397,7842
2006,"ORL",2911,6167,299,796,2612,5371,1663,2277,892,2402,1495,532,362,1183,7784
2006,"PHI",3001,6546,375,1031,2626,5515,1770,2330,873,2425,1653,651,404,1112,8147
2006,"PHO",3430,7167,837,2097,2593,5070,1189,1475,778,2650,2179,549,412,1048,8886
2006,"POR",2791,6267,364,1042,2427,5225,1339,1944,886,2203,1490,529,435,1123,7285
2006,"SAC",2954,6500,494,1408,2460,5092,1704,2173,852,2473,1825,608,299,1146,8106
2006,"SAS",2993,6342,524,1362,2469,4980,1327,1891,851,2548,1717,543,467,1087,7837
2006,"SEA",3077,6711,605,1631,2472,5080,1652,2104,1013,2233,1696,622,306,1150,8411
2006,"TOR",3013,6639,608,1620,2405,5019,1653,2089,864,2291,1593,529,272,1023,8287
2006,"TOT",7124,16171,1239,3585,5885,12586,3848,5250,2055,5598,4085,1434,649,3058,19335
2006,"UTA",2744,6207,311,925,2433,5282,1774,2466,1071,2380,1772,524,492,1211,7573
2006,"WAS",2975,6656,497,1394,2478,5262,1889,2496,1035,2344,1523,658,339,1100,8336
2007,"ATL",2831,6372,341,1038,2490,5334,1677,2203,976,2312,1573,609,446,1246,7680
2007,"BOS",2858,6454,471,1283,2387,5171,1670,2178,918,2391,1630,589,382,1285,7857
2007,"CHA",2960,6643,457,1280,2503,5363,1568,2136,920,2346,1836,638,369,1173,7945
2007,"CHI",3046,6663,480,1237,2566,5426,1528,2083,984,2597,1832,639,445,1263,8100
2007,"CLE",2978,6658,494,1404,2484,5254,1484,2133,1039,2529,1708,625,353,1127,7934
2007,"DAL",3010,6442,535,1404,2475,5038,1646,2045,920,2515,1632,560,408,1075,8201
2007,"DEN",3164,6805,484,1440,2680,5365,1827,2449,1001,2558,1920,678,435,1322,8639
2007,"DET",2942,6484,449,1305,2493,5179,1539,1988,948,2374,1768,583,472,961,7872
2007,"GSW",3261,7048,700,1967,2561,5081,1515,2113,940,2456,1950,750,466,1286,8737
2007,"HOU",2906,6528,705,1893,2201,4635,1436,1906,880,2673,1704,583,337,1115,7953
2007,"IND",2872,6561,481,1389,2391,5172,1615,2125,990,2441,1680,599,447,1303,7840
2007,"LAC",2880,6318,314,903,2566,5415,1769,2245,888,2484,1762,596,472,1182,7843
2007,"LAL",3103,6664,608,1724,2495,4940,1660,2221,886,2495,1850,600,421,1233,8474
2007,"MEM",2998,6448,500,1362,2498,5086,1835,2410,866,2375,1680,564,407,1292,8331
2007,"MIA",2919,6288,528,1539,2391,4749,1393,2019,817,2526,1681,566,442,1142,7759
2007,"MIL",3121,6714,524,1472,2597,5242,1406,1919,941,2272,1771,587,224,1194,8172
2007,"MIN",2997,6503,384,1089,2613,5414,1499,1892,819,2474,1848,532,325,1232,7877
2007,"NJN",2913,6379,609,1676,2304,4703,1566,2153,822,2525,1962,499,273,1157,8001
2007,"NOK",2971,6674,455,1256,2516,5418,1436,1941,1025,2512,1537,522,347,1119,7833
2007,"NYK",2903,6356,474,1370,2429,4986,1714,2396,1032,2516,1532,543,260,1333,7994
2007,"ORL",2875,6090,342,962,2533,5128,1679,2393,920,2418,1525,565,416,1334,7771
2007,"PHI",2932,6408,284,823,2648,5585,1637,2135,899,2353,1669,590,390,1207,7785
2007,"PHO",3388,6855,785,1965,2603,4890,1476,1827,737,2583,2122,553,394,1147,9037
2007,"POR",2874,6392,426,1232,2448,5160,1543,2006,923,2299,1513,555,380,1173,7717
2007,"SAC",2941,6532,530,1513,2411,5019,1891,2473,797,2396,1665,671,265,1153,8303
2007,"SAS",2999,6328,595,1561,2404,4767,1486,1980,761,2577,1814,587,417,1089,8079
2007,"SEA",3047,6628,525,1451,2522,5177,1511,1911,928,2322,1695,631,301,1189,8130
2007,"TOR",3032,6547,531,1464,2501,5083,1562,1982,755,2480,1822,581,321,1060,8157
2007,"TOT",4969,11392,899,2597,4070,8795,2673,3400,1172,3477,3863,1108,340,2164,13510
2007,"UTA",3069,6471,354,1056,2715,5415,1830,2462,1030,2456,2024,577,339,1236,8322
2007,"WAS",3070,6820,561,1614,2509,5206,1855,2425,998,2379,1660,635,375,1085,8556
2008,"ATL",2975,6552,384,1078,2591,5474,1720,2227,1008,2454,1804,600,448,1170,8054
2008,"BOS",2986,6286,596,1564,2390,4722,1677,2176,830,2615,1833,696,379,1181,8245
2008,"CHA",2960,6554,529,1443,2431,5111,1510,2115,892,2440,1748,614,402,1135,7959
2008,"CHI",2987,6861,474,1305,2513,5556,1533,2029,1050,2478,1811,635,429,1155,7981
2008,"CLE",2937,6697,552,1544,2385,5153,1477,2061,1092,2563,1640,579,427,1081,7903
2008,"DAL",3025,6515,494,1403,2531,5112,1690,2075,883,2643,1720,490,402,988,8234
2008,"DEN",3307,7038,569,1605,2738,5433,1891,2519,918,2698,2024,752,551,1181,9074
2008,"DET",2999,6551,487,1330,2512,5221,1507,1965,974,2423,1831,583,472,910,7992
2008,"GSW",3403,7406,761,2185,2642,5221,1538,2044,1045,2496,1833,744,377,1063,9105
2008,"HOU",3003,6698,583,1707,2420,4991,1342,1848,1002,2659,1757,598,420,1071,7931
2008,"IND",3102,6993,755,2021,2347,4972,1568,2042,904,2633,1864,623,412,1207,8527
2008,"LAC",2820,6445,350,1079,2470,5366,1702,2178,800,2491,1732,557,398,1128,7692
2008,"LAL",3248,6818,662,1751,2586,5067,1746,2270,898,2722,2003,654,438,1118,8904
2008,"MEM",3060,6737,620,1779,2440,4958,1517,2097,848,2567,1574,503,386,1211,8257
2008,"MIA",2808,6336,491,1373,2317,4963,1384,1903,743,2342,1644,589,355,1151,7491
2008,"MIL",3026,6745,452,1313,2574,5432,1452,1980,1055,2363,1760,544,361,1172,7956
2008,"MIN",3076,6817,441,1259,2635,5558,1246,1693,964,2428,1630,616,306,1143,7839
2008,"NJN",2856,6450,498,1430,2358,5020,1647,2237,913,2520,1925,521,390,1178,7857
2008,"NOH",3164,6796,630,1621,2534,5175,1312,1707,937,2494,1785,637,321,926,8270
2008,"NYK",2967,6757,490,1454,2477,5303,1524,2095,1029,2457,1530,521,213,1132,7948
2008,"ORL",3058,6446,801,2074,2257,4372,1650,2288,768,2677,1706,520,333,1134,8567
2008,"PHI",3056,6648,302,952,2754,5696,1509,2137,1067,2370,1673,712,400,1112,7923
2008,"PHO",3392,6782,694,1764,2698,5018,1548,1977,720,2683,2188,532,518,1139,9026
2008,"POR",2935,6546,538,1426,2397,5120,1412,1841,901,2438,1733,455,360,995,7820
2008,"SAC",3043,6558,510,1367,2533,5191,1812,2272,829,2456,1567,651,334,1258,8408
2008,"SAS",2938,6424,594,1610,2344,4814,1350,1774,771,2612,1718,521,337,981,7820
2008,"SEA",3125,7032,313,939,2812,6093,1436,1866,971,2688,1748,531,400,1250,7999
2008,"TOR",3148,6726,572,1459,2576,5267,1347,1658,790,2496,1953,570,336,918,8215
2008,"TOT",8326,18774,1380,3940,6946,14834,3617,5114,3061,8085,5263,1832,1328,3461,21649
2008,"UTA",3279,6592,407,1095,2872,5497,1745,2298,942,2410,2165,717,355,1169,8710
2008,"WAS",2986,6695,575,1614,2411,5081,1557,1991,1007,2404,1607,632,391,1032,8104
2009,"ATL",2956,6451,597,1633,2359,4818,1537,2085,870,2412,1657,603,376,1000,8046
2009,"BOS",3075,6333,538,1355,2537,4978,1587,2075,869,2586,1862,621,387,1230,8275
2009,"CHA",2866,6299,490,1339,2376,4960,1455,1965,886,2366,1741,580,397,1221,7677
2009,"CHI",3126,6846,493,1293,2633,5553,1633,2052,970,2481,1732,615,453,1137,8378
2009,"CLE",3022,6454,656,1670,2366,4784,1523,2012,886,2574,1663,593,435,982,8223
2009,"DAL",3128,6770,571,1632,2557,5138,1516,1852,909,2595,1779,591,429,1001,8343
2009,"DEN",3058,6510,548,1477,2510,5033,1891,2487,905,2507,1820,710,492,1226,8555
2009,"DET",2981,6559,377,1079,2604,5480,1388,1849,949,2448,1689,493,377,921,7727
2009,"GSW",3231,7055,550,1475,2681,5580,1893,2392,953,2492,1711,638,527,1166,8905
2009,"HOU",2959,6526,621,1656,2338,4870,1531,1903,862,2662,1662,548,355,1093,8070
2009,"IND",3220,7080,652,1725,2568,5355,1525,1890,924,2661,1775,573,434,1146,8617
2009,"LAC",2955,6696,535,1513,2420,5183,1354,1839,890,2377,1723,572,482,1165,7799
2009,"LAL",3307,6981,547,1516,2760,5465,1607,2087,1015,2587,1908,718,420,1076,8768
2009,"MEM",2865,6311,398,1106,2467,5205,1570,2077,847,2337,1423,615,385,1164,7698
2009,"MIA",3034,6646,582,1631,2452,5015,1411,1871,828,2411,1671,651,451,979,8061
2009,"MIL",3009,6755,511,1408,2498,5347,1613,2067,973,2367,1802,609,308,1117,8142
2009,"MIN",2986,6766,543,1539,2443,5227,1504,1957,975,2442,1674,512,322,1106,8019
2009,"NJN",2925,6536,652,1735,2273,4801,1542,1980,850,2415,1636,559,391,1015,8044
2009,"NOH",2911,6366,556,1526,2355,4840,1479,1833,802,2453,1609,593,338,960,7857
2009,"NYK",3157,7091,823,2284,2334,4807,1490,1900,911,2545,1738,610,204,1140,8627
2009,"OKC",2999,6716,328,949,2671,5767,1626,2069,999,2497,1663,608,371,1272,7952
2009,"ORL",2929,6416,817,2147,2112,4269,1611,2253,819,2728,1593,570,439,1107,8286
2009,"PHI",2997,6532,341,1072,2656,5460,1652,2216,1039,2336,1647,658,415,1107,7987
2009,"PHO",3373,6695,553,1445,2820,5250,1675,2251,900,2520,1905,589,420,1263,8974
2009,"POR",3018,6494,596,1555,2422,4939,1521,1988,1060,2360,1667,550,402,994,8153
2009,"SAC",2990,6685,586,1594,2404,5091,1682,2107,840,2366,1619,569,349,1213,8248
2009,"SAS",3042,6534,625,1620,2417,4914,1249,1641,728,2638,1736,474,329,913,7958
2009,"TOR",3054,6673,479,1289,2575,5384,1534,1861,802,2513,1835,523,390,1054,8121
2009,"TOT",9845,22424,2177,5952,7668,16472,4773,6143,2644,7910,5844,2045,1016,3765,26640
2009,"UTA",3143,6623,392,1122,2751,5501,1814,2352,940,2423,2024,719,374,1169,8492
2009,"WAS",2994,6655,395,1198,2599,5457,1494,1948,956,2330,1641,619,365,1108,7877
2010,"ATL",3181,6801,524,1455,2657,5346,1452,1914,969,2451,1789,592,413,941,8338
2010,"BOS",3039,6294,499,1433,2540,4861,1559,2090,716,2449,1930,701,402,1152,8136
2010,"CHA",2858,6306,460,1331,2398,4975,1637,2180,858,2490,1658,632,446,1220,7813
2010,"CHI",3081,6825,352,1066,2729,5759,1479,1962,937,2715,1704,531,478,1121,7993
2010,"CLE",3101,6391,602,1582,2499,4809,1569,2180,791,2692,1835,564,425,1069,8373
2010,"DAL",3140,6760,558,1498,2582,5262,1526,1870,834,2586,1917,624,449,1015,8364
2010,"DEN",3124,6678,544,1517,2580,5161,1937,2508,889,2505,1719,683,417,1108,8729
2010,"DET",2940,6602,374,1190,2566,5412,1455,1998,1053,2242,1591,596,313,1036,7709
2010,"GSW",3329,7094,633,1687,2696,5407,1631,2085,753,2397,1839,761,340,1172,8922
2010,"HOU",3094,6923,646,1838,2448,5085,1561,2022,971,2471,1790,583,318,1132,8395
2010,"IND",3020,6823,659,1896,2361,4927,1564,2019,785,2618,1730,585,439,1168,8263
2010,"LAC",3002,6601,483,1457,2519,5144,1362,1867,927,2502,1810,532,466,1224,7849
2010,"LAL",3144,6875,532,1562,2612,5313,1519,1985,973,2662,1730,612,400,1066,8339
2010,"MEM",3223,6875,344,1020,2879,5855,1614,2202,1070,2496,1543,645,399,1187,8404
2010,"MIA",2984,6518,494,1426,2490,5092,1452,1931,875,2553,1548,605,457,1011,7914
2010,"MIL",3050,6998,645,1813,2405,5185,1264,1675,965,2560,1740,580,385,1040,8009
2010,"MIN",3106,6923,403,1181,2703,5742,1436,1926,962,2556,1626,597,306,1280,8051
2010,"NJN",2813,6554,377,1185,2436,5369,1572,2015,897,2358,1540,573,393,1108,7575
2010,"NOH",3178,6842,571,1572,2607,5270,1293,1661,852,2450,1828,625,300,1049,8220
2010,"NYK",3127,6876,743,2145,2384,4731,1376,1759,836,2477,1772,586,305,1101,8373
2010,"OKC",3063,6629,418,1229,2645,5400,1778,2210,960,2607,1639,654,481,1164,8322
2010,"ORL",3005,6394,841,2241,2164,4153,1575,2176,810,2736,1615,512,456,1117,8426
2010,"PHI",3087,6706,474,1381,2613,5325,1366,1808,941,2421,1723,667,439,1135,8014
2010,"PHO",3339,6788,730,1770,2609,5018,1631,2117,910,2616,1912,479,418,1157,9039
2010,"POR",2974,6453,491,1388,2483,5065,1606,2033,913,2383,1674,523,350,945,8045
2010,"SAC",3144,6895,482,1383,2662,5512,1430,1969,977,2518,1679,564,366,1165,8200
2010,"SAS",3150,6659,554,1547,2596,5112,1458,1969,887,2621,1829,516,381,1062,8312
2010,"TOR",3199,6631,518,1397,2681,5234,1618,2118,806,2507,1804,469,384,1057,8534
2010,"TOT",8812,20172,1514,4562,7298,15610,4512,6011,3027,7513,4678,1931,1267,3369,23650
2010,"UTA",3227,6575,439,1207,2788,5368,1654,2233,872,2588,2187,675,400,1196,8547
2010,"WAS",3008,6700,432,1225,2576,5475,1444,1895,966,2458,1557,493,421,1158,7892
2011,"ATL",2971,6429,502,1427,2469,5002,1346,1728,762,2460,1802,497,341,1048,7790
2011,"BOS",3023,6219,408,1119,2615,5100,1459,1895,639,2542,1921,676,344,1115,7913
2011,"CHA",2873,6365,393,1203,2480,5162,1511,1999,848,2444,1728,524,433,1123,7650
2011,"CHI",3042,6587,511,1415,2531,5172,1492,2008,967,2654,1827,592,468,1104,8087
2011,"CLE",2886,6647,509,1489,2377,5158,1546,2075,856,2449,1720,544,341,1125,7827
2011,"DAL",3069,6463,645,1768,2424,4695,1437,1850,780,2618,1954,557,352,1107,8220
2011,"DEN",3145,6613,662,1704,2483,4909,1859,2429,791,2652,1813,605,352,1130,8811
2011,"DET",3056,6647,472,1256,2584,5391,1367,1854,931,2236,1730,595,328,1001,7951
2011,"GSW",3251,7047,685,1749,2566,5298,1290,1695,955,2370,1847,737,406,1157,8477
2011,"HOU",3170,6975,677,1843,2493,5132,1668,2083,962,2549,1955,581,371,1048,8685
2011,"IND",3003,6787,585,1653,2418,5134,1592,2035,914,2657,1611,584,456,1210,8183
2011,"LAC",3015,6594,513,1519,2502,5075,1546,2187,955,2501,1813,585,402,1273,8089
2011,"LAL",3128,6757,524,1487,2604,5270,1541,1979,989,2616,1801,602,422,1031,8321
2011,"MEM",3200,6801,309,926,2891,5875,1486,1981,970,2391,1691,771,441,1101,8195
2011,"MIA",3031,6301,547,1479,2484,4822,1760,2288,790,2666,1639,544,430,1084,8369
2011,"MIL",2814,6544,483,1414,2331,5130,1423,1881,862,2480,1545,617,399,1026,7534
2011,"MIN",3090,7014,589,1565,2501,5449,1519,1977,1085,2556,1650,592,422,1356,8288
2011,"NJN",2918,6638,459,1337,2459,5301,1427,1881,909,2440,1723,458,384,1069,7722
2011,"NOH",2944,6416,444,1232,2500,5184,1452,1897,824,2468,1691,624,359,1001,7784
2011,"NYK",3140,6867,765,2081,2375,4786,1689,2087,847,2470,1757,625,475,1094,8734
2011,"OKC",3066,6609,487,1403,2579,5206,1977,2401,903,2604,1672,654,487,1104,8596
2011,"ORL",2956,6411,770,2103,2186,4308,1453,2101,864,2679,1636,548,384,1180,8135
2011,"PHI",3125,6776,443,1248,2682,5528,1426,1851,850,2578,1861,621,355,1001,8119
2011,"PHO",3219,6844,701,1857,2518,4987,1472,1939,821,2478,1945,545,357,1116,8611
2011,"POR",2951,6599,518,1503,2433,5096,1476,1835,996,2230,1736,660,358,1018,7896
2011,"SAC",3134,6979,428,1277,2706,5702,1455,1981,1071,2526,1675,608,391,1282,8151
2011,"SAS",3148,6628,685,1727,2463,4901,1521,1984,829,2603,1836,602,372,1054,8502
2011,"TOR",3144,6755,345,1091,2799,5664,1491,1976,963,2343,1795,581,350,1152,8124
2011,"TOT",13332,30422,3016,8602,10316,21820,6647,8654,3471,10397,8606,2756,1538,5263,36327
2011,"UTA",3064,6590,435,1256,2629,5334,1590,2061,898,2338,1921,629,484,1112,8153
2011,"WAS",3048,6888,392,1182,2656,5706,1489,1999,1013,2374,1592,665,502,1209,7977
2012,"ATL",2429,5348,492,1330,1937,4018,1025,1385,652,2066,1481,536,303,875,6375
2012,"BOS",2341,5086,363,988,1978,4098,1017,1308,509,2051,1557,498,362,929,6062
2012,"CHA",2193,5293,263,892,1930,4401,1090,1462,677,1894,1326,397,361,898,5739
2012,"CHI",2467,5462,419,1117,2048,4345,1006,1394,915,2165,1527,456,388,887,6359
2012,"CLE",2261,5360,440,1273,1821,4087,1178,1645,841,1949,1308,466,262,965,6140
2012,"DAL",2398,5412,497,1464,1901,3948,1029,1334,665,2157,1380,565,337,893,6322
2012,"DEN",2572,5404,435,1311,2137,4093,1293,1760,738,2105,1581,540,330,987,6872
2012,"DET",2291,5232,317,916,1974,4316,1098,1461,775,1882,1232,460,278,965,5997
2012,"GSW",2489,5443,524,1351,1965,4092,951,1235,640,1947,1470,528,362,887,6453
2012,"HOU",2489,5543,478,1330,2011,4213,1018,1301,769,2014,1404,496,319,913,6474
2012,"IND",2354,5375,392,1064,1962,4311,1349,1724,826,2070,1228,523,357,873,6449
2012,"LAC",2439,5366,514,1441,1925,3925,1046,1538,800,1943,1385,556,315,816,6438
2012,"LAL",2429,5319,362,1112,2067,4207,1202,1589,799,2251,1485,390,351,960,6422
2012,"MEM",2425,5422,277,849,2148,4573,1142,1504,831,1944,1290,631,345,920,6269
2012,"MIA",2446,5212,370,1030,2076,4182,1238,1598,686,2060,1317,585,355,971,6500
2012,"MIL",2502,5652,436,1265,2066,4387,1095,1415,820,1983,1550,548,335,903,6535
2012,"MIN",2355,5434,473,1423,1882,4011,1281,1662,797,2089,1290,436,293,970,6464
2012,"NJN",2262,5320,507,1481,1755,3839,1113,1433,783,1879,1311,493,260,943,6144
2012,"NOH",2300,5103,259,777,2041,4326,1057,1397,724,1991,1368,488,316,965,5916
2012,"NYK",2365,5335,517,1538,1848,3797,1211,1634,743,2012,1328,622,276,1009,6458
2012,"OKC",2462,5229,472,1317,1990,3912,1406,1744,726,2157,1224,498,539,1054,6802
2012,"ORL",2275,5162,670,1785,1605,3377,995,1508,742,2060,1321,451,275,929,6215
2012,"PHI",2471,5516,349,963,2122,4553,889,1198,704,2144,1453,526,340,707,6180
2012,"PHO",2495,5445,444,1295,2051,4150,1058,1397,717,2035,1486,431,366,892,6492
2012,"POR",2402,5417,478,1382,1924,4035,1133,1423,735,1949,1349,528,322,911,6415
2012,"SAC",2490,5712,411,1301,2079,4411,1127,1532,882,1947,1271,561,323,913,6518
2012,"SAS",2611,5463,552,1405,2059,4058,1067,1427,683,2153,1528,490,293,871,6841
2012,"TOR",2268,5154,365,1075,1903,4079,1085,1410,697,2074,1382,429,321,957,5986
2012,"TOT",3938,9067,632,1882,3306,7185,1805,2492,1309,3616,2491,882,691,1728,10313
2012,"UTA",2523,5531,273,845,2250,4686,1258,1668,861,2055,1439,545,385,896,6577
2012,"WAS",2414,5475,344,1075,2070,4400,1008,1386,775,1975,1262,527,417,961,6180
2013,"ATL",3084,6644,706,1901,2378,4743,1158,1619,758,2593,2007,664,369,1169,8032
2013,"BOS",3001,6459,498,1390,2503,5069,1318,1698,654,2533,1843,667,365,1126,7818
2013,"BRK",2942,6544,628,1760,2314,4784,1432,1958,1047,2460,1668,599,391,1140,7944
2013,"CHA",2823,6649,469,1399,2354,5250,1546,2060,917,2389,1587,591,479,1074,7661
2013,"CHI",2926,6698,446,1265,2480,5433,1343,1738,1026,2514,1886,588,417,1120,7641
2013,"CLE",2993,6901,547,1581,2446,5320,1380,1826,1004,2359,1694,647,334,1100,7913
2013,"DAL",3182,6892,606,1628,2576,5264,1323,1669,767,2670,1906,648,454,1107,8293
2013,"DEN",3339,6983,521,1518,2818,5465,1505,2148,1092,2601,2002,762,533,1205,8704
2013,"DET",2979,6638,513,1440,2466,5198,1307,1870,991,2463,1742,574,400,1194,7778
2013,"GSW",3130,6840,658,1632,2472,5208,1378,1744,885,2801,1845,567,346,1210,8296
2013,"HOU",3124,6782,867,2369,2257,4413,1573,2087,909,2652,1902,679,359,1298,8688
2013,"IND",2845,6525,555,1599,2290,4926,1429,1915,1043,2671,1645,580,513,1178,7674
2013,"LAC",3160,6608,627,1752,2533,4856,1342,1888,938,2475,1958,784,461,1132,8289
2013,"LAL",3041,6640,715,2015,2326,4625,1584,2289,942,2732,1818,576,429,1201,8381
2013,"MEM",2964,6679,382,1107,2582,5572,1349,1746,1059,2445,1715,703,436,1079,7659
2013,"MIA",3148,6348,717,1809,2431,4539,1423,1887,676,2490,1890,710,441,1088,8436
2013,"MIL",3128,7197,601,1670,2527,5527,1251,1700,1068,2537,1876,685,550,1117,8108
2013,"MIN",2943,6702,450,1475,2493,5227,1515,2042,973,2473,1836,700,387,1159,7851
2013,"NOH",2955,6589,535,1474,2420,5115,1269,1636,988,2426,1721,520,440,1123,7714
2013,"NYK",2996,6689,891,2371,2105,4318,1313,1729,890,2436,1579,672,294,948,8196
2013,"OKC",3126,6504,598,1588,2528,4916,1819,2196,854,2725,1753,679,624,1201,8669
2013,"ORL",3093,6904,506,1537,2587,5367,1026,1359,890,2612,1871,528,358,1147,7718
2013,"PHI",3059,6895,518,1438,2541,5457,1004,1377,896,2493,1867,609,384,1030,7640
2013,"PHO",3061,6917,480,1455,2581,5462,1203,1618,959,2454,1855,659,434,1225,7805
2013,"POR",3009,6715,673,1904,2336,4811,1304,1680,874,2474,1784,538,353,1165,7995
2013,"SAC",3086,6904,610,1681,2476,5223,1437,1869,943,2385,1708,671,342,1152,8219
2013,"SAS",3210,6675,663,1764,2547,4911,1365,1725,666,2721,2058,695,446,1159,8448
2013,"TOR",2979,6685,571,1665,2408,5020,1442,1831,871,2426,1765,595,392,1084,7971
2013,"TOT",6022,14007,1399,3891,4623,10116,2283,3077,1674,4811,4133,1226,684,2393,15726
2013,"UTA",3046,6710,507,1385,2539,5325,1439,1883,989,2457,1859,690,515,1164,8038
2013,"WAS",2910,6693,545,1495,2365,5198,1279,1746,887,2652,1775,598,376,1199,7644
2014,"ATL",3061,6688,768,2116,2293,4572,1392,1782,713,2565,2041,680,326,1189,8282
2014,"BOS",2996,6883,575,1729,2421,5154,1325,1706,980,2505,1726,584,343,1182,7892
2014,"BRK",2931,6391,709,1922,2222,4469,1508,2002,721,2407,1714,705,311,1144,8079
2014,"CHA",2976,6730,516,1471,2460,5259,1474,2000,776,2724,1778,499,421,954,7942
2014,"CHI",2843,6577,508,1459,2335,5118,1486,1908,937,2683,1860,594,424,1148,7680
2014,"CLE",3036,6955,584,1640,2452,5315,1398,1861,989,2629,1738,579,304,1105,8054
2014,"DAL",3249,6858,721,1877,2528,4981,1378,1733,840,2514,1935,704,356,1082,8597
2014,"DEN",3147,7042,702,1959,2445,5083,1563,2154,1009,2717,1838,615,459,1260,8559
2014,"DET",3182,7124,507,1580,2675,5544,1415,2111,1196,2525,1714,687,395,1143,8286
2014,"GSW",3236,7005,774,2037,2462,4968,1303,1731,896,2819,1912,642,407,1225,8549
2014,"HOU",3118,6603,779,2179,2339,4424,1814,2549,920,2797,1755,621,461,1264,8829
2014,"IND",2949,6573,550,1542,2399,5031,1485,1907,834,2831,1651,550,446,1185,7933
2014,"LAC",3208,6761,693,1966,2515,4795,1741,2384,858,2668,2016,703,397,1092,8850
2014,"LAL",3139,6980,774,2032,2365,4948,1390,1835,745,2620,2006,611,446,1213,8442
2014,"MEM",3122,6723,405,1147,2717,5576,1235,1666,950,2526,1792,631,375,1060,7884
2014,"MIA",3142,6272,665,1829,2477,4443,1431,1884,627,2397,1847,732,367,1166,8380
2014,"MIL",2952,6737,548,1553,2404,5184,1377,1843,971,2399,1760,541,403,1172,7829
2014,"MIN",3189,7175,600,1757,2589,5418,1790,2301,1024,2644,1963,718,297,1105,8768
2014,"NOP",3101,6761,486,1303,2615,5458,1489,1936,933,2486,1745,647,523,1065,8177
2014,"NYK",3027,6739,759,2038,2268,4701,1271,1670,870,2437,1641,631,367,1017,8084
